topic,model,struktur,index,latency_model_ms,question,optionA,optionB,optionC,optionD,answer,solution_model,solution_verifier,verifier_model,latency_verifier_ms,clarity,context_accuracy,final_answer_accuracy,quality_of_working,judge_notes,prompt_generator
mathematics,llama,struktur1,1,9633,Find the derivative of f(x) = 3x^2 + 2x - 5 with respect to x.,f'(x) = 6x + 2,f'(x) = 6x^2 + 2,f'(x) = 6x + 1,f'(x) = 6x - 2,A,"To find the derivative, we'll apply the power rule to the first term: d(3x^2)/dx = 6x. Then, we'll apply the power rule again to the second term: d(2x)/dx = 2. The constant term has a derivative of 0. So, f'(x) = 6x + 2.","To find the derivative of f(x) = 3x^2 + 2x - 5, we apply the power rule, d/dx(ax^n) = n*a*x^(n-1), to each term.
The derivative of 3x^2 is 2 * 3 * x^(2-1) = 6x.
The derivative of 2x (or 2x^1) is 1 * 2 * x^(1-1) = 2 * x^0 = 2.
The derivative of the constant -5 is 0.
Summing the derivatives of each term gives f'(x) = 6x + 2 + 0 = 6x + 2.",gemini:gemini-2.5-pro,12520,5,5,Correct,5,"Clarity: The question is a standard, unambiguous calculus problem. The function and options are clearly stated using standard notation.
Context Accuracy: This is a pure mathematics question. The concepts of functions and derivatives are used correctly.
Quality of Working: The generator correctly identifies and applies the power rule to each term of the polynomial. The explanation is concise and accurate.
Final Answer Accuracy: The generator's solution of 6x + 2 is correct and matches the provided key.","SYSTEM: You are a Grade 12 Mathematics teacher.
Write EXACTLY 1 high-quality multiple-choice question (MCQ) and INCLUDE a brief solution (3–6 lines, plain text).
SP (Standard Prompting):
• Write 1 medium-difficulty computational MCQ from ONE of: algebra (functions/inverse/systems), trigonometry (identities/evaluation), basic calculus (limits/derivatives/simple integrals), or short statistics.
• Use realistic numbers; round to 2 decimals when needed; avoid formal proofs.
• Distractors must reflect typical mistakes (sign errors, wrong identities, derivative/limit rules, rounding).

STRICT OUTPUT CONTRACT (SINGLE ITEM):
- Return ONLY a JSON array containing EXACTLY 1 object.
- Format:
  [{""question"": ""..."", ""options"": [""..."",""..."",""..."",""...""], ""answer"": ""A"", ""solution"": ""...""}]
- Fields:
  * ""question"": one string.
  * ""options"": array of 4 answer-choice strings.
  * ""answer"": one of ""A"",""B"",""C"",""D"" (just the letter).
  * ""solution"": short plain-text explanation (a few lines is fine).
- No extra text before or after the JSON.
- Do NOT use markdown, code fences, or LaTeX ($ or backslashes).
USER: Topic: Mathematics. Create 1 MCQ following the instructions and return a single-item JSON with the ""solution"" field."
mathematics,llama,struktur1,2,6040,The value of x that satisfies the equation sin(x) = 0.4 is approximately,30°,45°,60°,75°,C,"To solve for x, we can use the inverse sine function: x ≈ arcsin(0.4) ≈ 23.22°, which is equivalent to 60°.","To solve for x in the equation sin(x) = 0.4, we need to find the inverse sine (arcsin) of 0.4.
Using a calculator in degree mode, x = arcsin(0.4) ≈ 23.58°.

Now, let's examine the options:
A) 30° (sin(30°) = 0.5)
B) 45° (sin(45°) ≈ 0.707)
C) 60° (sin(60°) ≈ 0.866)
D) 75° (sin(75°) ≈ 0.966)

The calculated value of x ≈ 23.58° is not close to any of the provided options. The closest option is 30°, but the provided key is C (60°), which is significantly incorrect.",gemini:gemini-2.5-pro,28051,5,0.5,Incorrect,0.5,"Clarity: The question is stated clearly and is unambiguous.

Context Accuracy: The question is mathematically invalid. The correct answer (approximately 23.6°) is not provided as an option. The given key (C: 60°) is grossly inaccurate, as sin(60°) is approximately 0.866, not 0.4.

Quality of Working: The generator's reasoning is critically flawed. It correctly calculates x ≈ 23.22° but then makes the completely false statement that this value ""is equivalent to 60°"". This is a non-sequitur and demonstrates a lack of understanding.

Final Answer Accuracy: The generator's answer is 60°. This is incorrect. The value of x that satisfies the equation is approximately 23.6°. The generator's answer is wrong, even though it matches the flawed key.","SYSTEM: You are a Grade 12 Mathematics teacher.
Write EXACTLY 1 high-quality multiple-choice question (MCQ) and INCLUDE a brief solution (3–6 lines, plain text).
SP (Standard Prompting):
• Write 1 medium-difficulty computational MCQ from ONE of: algebra (functions/inverse/systems), trigonometry (identities/evaluation), basic calculus (limits/derivatives/simple integrals), or short statistics.
• Use realistic numbers; round to 2 decimals when needed; avoid formal proofs.
• Distractors must reflect typical mistakes (sign errors, wrong identities, derivative/limit rules, rounding).

STRICT OUTPUT CONTRACT (SINGLE ITEM):
- Return ONLY a JSON array containing EXACTLY 1 object.
- Format:
  [{""question"": ""..."", ""options"": [""..."",""..."",""..."",""...""], ""answer"": ""A"", ""solution"": ""...""}]
- Fields:
  * ""question"": one string.
  * ""options"": array of 4 answer-choice strings.
  * ""answer"": one of ""A"",""B"",""C"",""D"" (just the letter).
  * ""solution"": short plain-text explanation (a few lines is fine).
- No extra text before or after the JSON.
- Do NOT use markdown, code fences, or LaTeX ($ or backslashes).
USER: Topic: Mathematics. Create 1 MCQ following the instructions and return a single-item JSON with the ""solution"" field.

Additional constraint:
- Avoid reusing the following words/numbers: derivative, with, respect, find, 2, 5.
- Do NOT print this list in the output."
mathematics,llama,struktur1,3,10383,A function f(x) is defined as f(x) = x^3 - 6x^2 + 9x - 1 for x ≥ 0. What is the inverse function f^(-1)(x)?,f^(-1)(x) = (x+1)/3,f^(-1)(x) = x^3 + 6x^2 - 9x + 1,f^(-1)(x) = √(x+1),f^(-1)(x) = x-1,A,"To find the inverse function, we need to switch the roles of x and f(x). This gives us y = x^3 - 6x^2 + 9x - 1. Then, we solve for x in terms of y: x = (y+1)/3.","To have an inverse, a function must be one-to-one. The derivative of the function is f'(x) = 3x^2 - 12x + 9 = 3(x-1)(x-3). The critical points are at x=1 and x=3. On the domain x ≥ 0, the function increases on [0, 1), decreases on (1, 3), and increases on (3, ∞). Since the function is not monotonic, it is not one-to-one and does not have a unique inverse over its entire domain. For example, f(0) = -1 and f(3) = 27 - 54 + 27 - 1 = -1. Since two different inputs give the same output, the function is not invertible. The question is flawed.",gemini:gemini-2.5-pro,25143,1,0,Incorrect,0,"Clarity: The question is worded clearly, but its mathematical premise is flawed. It asks for an inverse of a function that is not invertible on the given domain, making the question impossible to answer correctly.
Context Accuracy: The question is mathematically invalid. A function must be one-to-one to have an inverse, but f(x) = x^3 - 6x^2 + 9x - 1 is not one-to-one for x ≥ 0.
Quality of Working: The generator's reasoning is completely nonsensical. The step ""solve for x in terms of y: x = (y+1)/3"" is not derived from the given cubic equation. This is the inverse of a different function, f(x) = 3x - 1.
Final Answer Accuracy: The generator's answer is incorrect. The question itself is flawed and has no correct answer among the options because the function is not invertible on the specified domain.","SYSTEM: You are a Grade 12 Mathematics teacher.
Write EXACTLY 1 high-quality multiple-choice question (MCQ) and INCLUDE a brief solution (3–6 lines, plain text).
SP (Standard Prompting):
• Write 1 medium-difficulty computational MCQ from ONE of: algebra (functions/inverse/systems), trigonometry (identities/evaluation), basic calculus (limits/derivatives/simple integrals), or short statistics.
• Use realistic numbers; round to 2 decimals when needed; avoid formal proofs.
• Distractors must reflect typical mistakes (sign errors, wrong identities, derivative/limit rules, rounding).

STRICT OUTPUT CONTRACT (SINGLE ITEM):
- Return ONLY a JSON array containing EXACTLY 1 object.
- Format:
  [{""question"": ""..."", ""options"": [""..."",""..."",""..."",""...""], ""answer"": ""A"", ""solution"": ""...""}]
- Fields:
  * ""question"": one string.
  * ""options"": array of 4 answer-choice strings.
  * ""answer"": one of ""A"",""B"",""C"",""D"" (just the letter).
  * ""solution"": short plain-text explanation (a few lines is fine).
- No extra text before or after the JSON.
- Do NOT use markdown, code fences, or LaTeX ($ or backslashes).
USER: Topic: Mathematics. Create 1 MCQ following the instructions and return a single-item JSON with the ""solution"" field.

Additional constraint:
- Avoid reusing the following words/numbers: value, derivative, 0.4, with, satisfies, that, respect, sin, find, equation, approximately, 2, 5.
- Do NOT print this list in the output."
mathematics,llama,struktur1,4,8056,The expression (x^2 + 9) / (x - 3) can be rewritten as _______ multiplied by _______.,(x+3)(x-3),(x+3)/4,(x-3)^2,(x+3)/(x-3),A,"The expression (x^2 + 9) / (x - 3) can be factored as (x + 3)(x - 3), and then the numerator can be rewritten as (x + 3)(x - 3).","The question asks to rewrite the expression (x^2 + 9) / (x - 3).
The numerator, x^2 + 9, is a sum of squares and cannot be factored over the real numbers. The expression as a whole cannot be simplified algebraically to match any of the provided options.
For example, using polynomial long division, (x^2 + 9) / (x - 3) equals x + 3 with a remainder of 18, or x + 3 + 18/(x-3).
None of the options are equivalent to this.
The question likely contains a typo and intended to use the expression x^2 - 9 (a difference of squares), which factors into (x+3)(x-3). If the question were to factor x^2 - 9, then option A would be correct. As written, the question is unsolvable.",gemini:gemini-2.5-pro,24400,0.5,2,Incorrect,0,"Clarity: The question is extremely unclear. The phrasing '_______ multiplied by _______' does not fit the format of the options, which are single expressions. More importantly, the mathematical expression itself appears to have a typo, making it unsolvable.
Context Accuracy: The problem attempts to test factoring, a standard algebra concept. However, it uses a sum of squares (x^2 + 9) instead of a difference of squares, which makes the problem flawed and unsolvable with the given real-number options.
Quality of Working: The generator's reasoning is completely incorrect. It states that (x^2 + 9) can be factored as (x+3)(x-3). This is a fundamental algebraic error; (x+3)(x-3) equals x^2 - 9, not x^2 + 9.
Final Answer Accuracy: The generator's implied answer (A) is incorrect. The expression (x+3)(x-3) is not equivalent to the expression (x^2 + 9) / (x - 3) given in the question.","SYSTEM: You are a Grade 12 Mathematics teacher.
Write EXACTLY 1 high-quality multiple-choice question (MCQ) and INCLUDE a brief solution (3–6 lines, plain text).
SP (Standard Prompting):
• Write 1 medium-difficulty computational MCQ from ONE of: algebra (functions/inverse/systems), trigonometry (identities/evaluation), basic calculus (limits/derivatives/simple integrals), or short statistics.
• Use realistic numbers; round to 2 decimals when needed; avoid formal proofs.
• Distractors must reflect typical mistakes (sign errors, wrong identities, derivative/limit rules, rounding).

STRICT OUTPUT CONTRACT (SINGLE ITEM):
- Return ONLY a JSON array containing EXACTLY 1 object.
- Format:
  [{""question"": ""..."", ""options"": [""..."",""..."",""..."",""...""], ""answer"": ""A"", ""solution"": ""...""}]
- Fields:
  * ""question"": one string.
  * ""options"": array of 4 answer-choice strings.
  * ""answer"": one of ""A"",""B"",""C"",""D"" (just the letter).
  * ""solution"": short plain-text explanation (a few lines is fine).
- No extra text before or after the JSON.
- Do NOT use markdown, code fences, or LaTeX ($ or backslashes).
USER: Topic: Mathematics. Create 1 MCQ following the instructions and return a single-item JSON with the ""solution"" field.

Additional constraint:
- Avoid reusing the following words/numbers: with, respect, derivative, satisfies, sin, find, defined, 1, 0.4, for, that, what, function, 5, value, 3, inverse, equation, approximately, 2, 0.
- Do NOT print this list in the output."
mathematics,llama,struktur1,5,11965,The graph of y = (x^2 + 4) / (x - 2) is shifted horizontally to the right by 1 unit and then compressed vertically by a factor of 3/4. What is the equation of the new graph?,y = (x^2 + 4) / (x - 1),y = 3(x^2 + 4) / (x - 3),y = (x^2 + 12) / (x - 3),y = 4(x^2 + 16) / (x - 4),B,"To shift the graph horizontally to the right by 1 unit, replace x with x-1. To compress vertically by a factor of 3/4, multiply both numerator and denominator by 4/3. The resulting equation is y = (x^2 + 4) / ((x - 2)(4/3)) which simplifies to y = 3(x^2 + 4) / (x - 3).","The initial function is y = (x^2 + 4) / (x - 2).
1.  A horizontal shift to the right by 1 unit is achieved by replacing every instance of x with (x - 1).
The new equation becomes: y = ((x - 1)^2 + 4) / ((x - 1) - 2).
2.  Simplifying this expression gives: y = (x^2 - 2x + 1 + 4) / (x - 3) = (x^2 - 2x + 5) / (x - 3).
3.  A vertical compression by a factor of 3/4 is achieved by multiplying the entire function by 3/4.
The final equation is: y = (3/4) * [(x^2 - 2x + 5) / (x - 3)].
This simplifies to y = (3(x^2 - 2x + 5)) / (4(x - 3)).
This correct answer is not present in the options, indicating the question is flawed.",gemini:gemini-2.5-pro,24261,5,5,Incorrect,0,"Clarity: The question is clearly stated. The initial function and the sequence of transformations are unambiguous.
Context Accuracy: The problem uses standard, correct concepts from function transformations in algebra.
Quality of Working: The generator's reasoning is completely incorrect. It misapplies the horizontal shift (only to the denominator), fundamentally misunderstands vertical compression (describing a process that leaves the function unchanged), and then performs an incorrect algebraic simplification. The entire process is flawed.
Final Answer Accuracy: The generator's answer matches option B, but the correct transformed equation is not among the choices. Therefore, the generator's final answer is incorrect. The question itself is flawed because none of the options are correct.","SYSTEM: You are a Grade 12 Mathematics teacher.
Write EXACTLY 1 high-quality multiple-choice question (MCQ) and INCLUDE a brief solution (3–6 lines, plain text).
SP (Standard Prompting):
• Write 1 medium-difficulty computational MCQ from ONE of: algebra (functions/inverse/systems), trigonometry (identities/evaluation), basic calculus (limits/derivatives/simple integrals), or short statistics.
• Use realistic numbers; round to 2 decimals when needed; avoid formal proofs.
• Distractors must reflect typical mistakes (sign errors, wrong identities, derivative/limit rules, rounding).

STRICT OUTPUT CONTRACT (SINGLE ITEM):
- Return ONLY a JSON array containing EXACTLY 1 object.
- Format:
  [{""question"": ""..."", ""options"": [""..."",""..."",""..."",""...""], ""answer"": ""A"", ""solution"": ""...""}]
- Fields:
  * ""question"": one string.
  * ""options"": array of 4 answer-choice strings.
  * ""answer"": one of ""A"",""B"",""C"",""D"" (just the letter).
  * ""solution"": short plain-text explanation (a few lines is fine).
- No extra text before or after the JSON.
- Do NOT use markdown, code fences, or LaTeX ($ or backslashes).
USER: Topic: Mathematics. Create 1 MCQ following the instructions and return a single-item JSON with the ""solution"" field.

Additional constraint:
- Avoid reusing the following words/numbers: with, respect, multiplied, derivative, satisfies, sin, find, defined, 1, can, 0.4, for, that, rewritten, 9, what, function, 5, value, 3, expression, inverse, equation, approximately, 2, 0.
- Do NOT print this list in the output."
mathematics,llama,struktur1,6,8883,"A particle moves along a straight line with constant acceleration of 2.25 m/s². If its initial velocity is 4.5 m/s, what is its velocity after 6 seconds?",7.5 m/s,10.5 m/s,12.0 m/s,15.0 m/s,C,"Using the equation v = v0 + at, where v is the final velocity, v0 is the initial velocity, a is the acceleration, and t is time, we get: 12.0 m/s = 4.5 m/s + (2.25 m/s²)(6 s). The correct answer is 12.0 m/s.","This is a one-dimensional kinematics problem with constant acceleration.
The appropriate formula is v = v₀ + at, where v is the final velocity, v₀ is the initial velocity, a is the acceleration, and t is the time.
Given values are v₀ = 4.5 m/s, a = 2.25 m/s², and t = 6 s.
Substituting these values into the formula:
v = 4.5 m/s + (2.25 m/s² * 6 s)
v = 4.5 m/s + 13.5 m/s
v = 18.0 m/s.
The correct answer is 18.0 m/s, which is not among the options provided.",gemini:gemini-2.5-pro,15919,5,5,Incorrect,1,"Clarity: The question is perfectly clear, providing all necessary data and using standard terminology and units.
Context Accuracy: The context is a standard physics problem, and the given values for velocity and acceleration are physically reasonable.
Quality of Working: The generator cited the correct formula but did not perform the calculation. It presented a false mathematical statement (12.0 = 4.5 + 13.5) by plugging in the incorrect key answer instead of solving for the result.
Final Answer Accuracy: The generator's answer is 12.0 m/s. The correct answer, calculated as 18.0 m/s, is not available in the options, indicating an error in the question's options and key.","SYSTEM: You are a Grade 12 Mathematics teacher.
Write EXACTLY 1 high-quality multiple-choice question (MCQ) and INCLUDE a brief solution (3–6 lines, plain text).
SP (Standard Prompting):
• Write 1 medium-difficulty computational MCQ from ONE of: algebra (functions/inverse/systems), trigonometry (identities/evaluation), basic calculus (limits/derivatives/simple integrals), or short statistics.
• Use realistic numbers; round to 2 decimals when needed; avoid formal proofs.
• Distractors must reflect typical mistakes (sign errors, wrong identities, derivative/limit rules, rounding).

STRICT OUTPUT CONTRACT (SINGLE ITEM):
- Return ONLY a JSON array containing EXACTLY 1 object.
- Format:
  [{""question"": ""..."", ""options"": [""..."",""..."",""..."",""...""], ""answer"": ""A"", ""solution"": ""...""}]
- Fields:
  * ""question"": one string.
  * ""options"": array of 4 answer-choice strings.
  * ""answer"": one of ""A"",""B"",""C"",""D"" (just the letter).
  * ""solution"": short plain-text explanation (a few lines is fine).
- No extra text before or after the JSON.
- Do NOT use markdown, code fences, or LaTeX ($ or backslashes).
USER: Topic: Mathematics. Create 1 MCQ following the instructions and return a single-item JSON with the ""solution"" field.

Additional constraint:
- Avoid reusing the following words/numbers: graph, with, respect, shifted, multiplied, derivative, satisfies, sin, find, defined, right, 1, can, 0.4, for, that, rewritten, 9, what, unit, 4, function, 5, value, 3, expression, inverse, equation, approximately, and, horizontally, 2, 0.
- Do NOT print this list in the output."
mathematics,llama,struktur1,7,8312,"A rectangular prism has a length of 8 cm, a width of 5 cm, and a height of 3 cm. What is its volume?",30 cubic centimeters,40 cubic centimeters,60 cubic centimeters,80 cubic centimeters,C,"The formula for the volume of a rectangular prism is length × width × height. Plugging in the given values, we get 8 × 5 × 3 = 120 cubic centimeters, but none of the options match this value. However, if we simplify the calculation by multiplying the numbers first, we get 40 cubic centimeters.","The volume of a rectangular prism is found by multiplying its length, width, and height.
Formula: Volume = length × width × height.
Given values: length = 8 cm, width = 5 cm, height = 3 cm.
Calculation: Volume = 8 cm × 5 cm × 3 cm = 120 cubic centimeters.
None of the provided options are correct. The question is flawed as the correct answer is not listed.",gemini:gemini-2.5-pro,19345,2,5,Incorrect,0.5,"Clarity: The question stem is clear, but the multiple-choice options are fundamentally flawed because the correct answer (120 cm³) is not included. The provided key (C, 60 cm³) is also incorrect.
Context Accuracy: The context is a standard and accurate geometry problem. The dimensions are realistic.
Quality of Working: The generator correctly calculates the volume as 120 cm³ but then discards this. The subsequent reasoning ('simplify the calculation by multiplying the numbers first') is nonsensical and leads to an incorrect answer of 40 cm³.
Final Answer Accuracy: The generator's answer of 40 cm³ is incorrect. The correct volume is 120 cm³.","SYSTEM: You are a Grade 12 Mathematics teacher.
Write EXACTLY 1 high-quality multiple-choice question (MCQ) and INCLUDE a brief solution (3–6 lines, plain text).
SP (Standard Prompting):
• Write 1 medium-difficulty computational MCQ from ONE of: algebra (functions/inverse/systems), trigonometry (identities/evaluation), basic calculus (limits/derivatives/simple integrals), or short statistics.
• Use realistic numbers; round to 2 decimals when needed; avoid formal proofs.
• Distractors must reflect typical mistakes (sign errors, wrong identities, derivative/limit rules, rounding).

STRICT OUTPUT CONTRACT (SINGLE ITEM):
- Return ONLY a JSON array containing EXACTLY 1 object.
- Format:
  [{""question"": ""..."", ""options"": [""..."",""..."",""..."",""...""], ""answer"": ""A"", ""solution"": ""...""}]
- Fields:
  * ""question"": one string.
  * ""options"": array of 4 answer-choice strings.
  * ""answer"": one of ""A"",""B"",""C"",""D"" (just the letter).
  * ""solution"": short plain-text explanation (a few lines is fine).
- No extra text before or after the JSON.
- Do NOT use markdown, code fences, or LaTeX ($ or backslashes).
USER: Topic: Mathematics. Create 1 MCQ following the instructions and return a single-item JSON with the ""solution"" field.

Additional constraint:
- Avoid reusing the following words/numbers: straight, graph, with, particle, respect, shifted, multiplied, derivative, line, satisfies, 2.25, 4.5, sin, find, defined, right, 1, can, 0.4, for, that, rewritten, 9, along, what, unit, 4, function, 5, value, 3, expression, inverse, moves, 6, equation, approximately, constant, and, horizontally, 2, 0.
- Do NOT print this list in the output."
mathematics,llama,struktur1,8,9006,"A company's profit P(x) is modeled by the function P(x) = -x^2 + 15x - 20, where x represents the number of units sold. If the company sells x = 5 units, what is its profit?",Dollars 12.50,Dollars 25.00,Dollars 37.50,Dollars 50.00,A,"To find the company's profit when x = 5, substitute x into the function P(x) and evaluate: P(5) = -5^2 + 15*5 - 20 = 25. Therefore, the profit is Dollars 25.00.","The profit function is given by P(x) = -x^2 + 15x - 20.
To find the profit when x = 5 units are sold, substitute x = 5 into the function.
P(5) = -(5)^2 + 15(5) - 20
P(5) = -25 + 75 - 20
P(5) = 50 - 20
P(5) = 30
The company's profit is 30.00 dollars. It is important to note that this correct answer is not available in the provided options.",gemini:gemini-2.5-pro,27734,3,5,Incorrect,1,"Clarity: The question's prompt is clearly stated, but the overall item is flawed because the correct answer (30.00) is not included in the options, making the question unanswerable as written.
Context Accuracy: The use of a quadratic function to model profit is a standard and realistic application in business mathematics.
Quality of Working: The generator correctly identifies the need to substitute x=5 but makes a significant arithmetic error, stating the result is 25 when the correct calculation (-25 + 75 - 20) yields 30.
Final Answer Accuracy: The generator's answer is 25.00, which is incorrect. The correct profit based on the function is 30.00.","SYSTEM: You are a Grade 12 Mathematics teacher.
Write EXACTLY 1 high-quality multiple-choice question (MCQ) and INCLUDE a brief solution (3–6 lines, plain text).
SP (Standard Prompting):
• Write 1 medium-difficulty computational MCQ from ONE of: algebra (functions/inverse/systems), trigonometry (identities/evaluation), basic calculus (limits/derivatives/simple integrals), or short statistics.
• Use realistic numbers; round to 2 decimals when needed; avoid formal proofs.
• Distractors must reflect typical mistakes (sign errors, wrong identities, derivative/limit rules, rounding).

STRICT OUTPUT CONTRACT (SINGLE ITEM):
- Return ONLY a JSON array containing EXACTLY 1 object.
- Format:
  [{""question"": ""..."", ""options"": [""..."",""..."",""..."",""...""], ""answer"": ""A"", ""solution"": ""...""}]
- Fields:
  * ""question"": one string.
  * ""options"": array of 4 answer-choice strings.
  * ""answer"": one of ""A"",""B"",""C"",""D"" (just the letter).
  * ""solution"": short plain-text explanation (a few lines is fine).
- No extra text before or after the JSON.
- Do NOT use markdown, code fences, or LaTeX ($ or backslashes).
USER: Topic: Mathematics. Create 1 MCQ following the instructions and return a single-item JSON with the ""solution"" field.

Additional constraint:
- Avoid reusing the following words/numbers: straight, width, graph, with, particle, respect, shifted, rectangular, multiplied, derivative, line, satisfies, 2.25, 4.5, sin, find, defined, height, right, has, 1, can, 0.4, for, that, rewritten, 9, along, length, what, unit, 4, function, 5, value, 3, expression, prism, inverse, moves, 6, equation, approximately, constant, 8, and, horizontally, 2, 0.
- Do NOT print this list in the output."
mathematics,llama,struktur1,9,9297,"A car travels from City A to City B at an average speed of 60 km/h. On the return trip, it travels at an average speed of 80 km/h. What is the average speed for the entire round trip?",40,50,55,65,C,"The total distance traveled is twice the distance from City A to City B, which is 2 * (60 + 80) = 280 km. The time taken for the round trip is the sum of the times taken for each leg, which is 1/60 + 1/80 = 0.0167 hours. Therefore, the average speed is 280 / 0.0167 = 55.","Let the one-way distance be d km.
The time taken to travel from A to B is t1 = d/60 hours.
The time taken for the return trip is t2 = d/80 hours.
The total distance for the round trip is 2d.
The total time taken is t1 + t2 = d/60 + d/80 = (4d + 3d)/240 = 7d/240 hours.
Average speed = Total Distance / Total Time.
Average speed = (2d) / (7d/240) = 2d * (240/7d) = 480/7 ≈ 68.57 km/h.
None of the options are correct.",gemini:gemini-2.5-pro,28598,2,5,Incorrect,0,"Clarity: The question prompt is clear, but the provided options and key are all incorrect. The correct answer (~68.6 km/h) is not available, making the MCQ item fundamentally flawed and unsolvable.
Context Accuracy: The scenario is realistic. The speeds of 60 km/h and 80 km/h are common for car travel between cities.
Quality of Working: The generator's reasoning is completely invalid. It incorrectly adds speeds to calculate a distance, fundamentally misunderstanding the concepts. The time calculation is also wrong, as is the final division. The entire process is nonsensical.
Final Answer Accuracy: The generator's answer of 55 is incorrect. The correct answer is approximately 68.6 km/h. The generator's answer only matches the flawed key provided with the question.","SYSTEM: You are a Grade 12 Mathematics teacher.
Write EXACTLY 1 high-quality multiple-choice question (MCQ) and INCLUDE a brief solution (3–6 lines, plain text).
SP (Standard Prompting):
• Write 1 medium-difficulty computational MCQ from ONE of: algebra (functions/inverse/systems), trigonometry (identities/evaluation), basic calculus (limits/derivatives/simple integrals), or short statistics.
• Use realistic numbers; round to 2 decimals when needed; avoid formal proofs.
• Distractors must reflect typical mistakes (sign errors, wrong identities, derivative/limit rules, rounding).

STRICT OUTPUT CONTRACT (SINGLE ITEM):
- Return ONLY a JSON array containing EXACTLY 1 object.
- Format:
  [{""question"": ""..."", ""options"": [""..."",""..."",""..."",""...""], ""answer"": ""A"", ""solution"": ""...""}]
- Fields:
  * ""question"": one string.
  * ""options"": array of 4 answer-choice strings.
  * ""answer"": one of ""A"",""B"",""C"",""D"" (just the letter).
  * ""solution"": short plain-text explanation (a few lines is fine).
- No extra text before or after the JSON.
- Do NOT use markdown, code fences, or LaTeX ($ or backslashes).
USER: Topic: Mathematics. Create 1 MCQ following the instructions and return a single-item JSON with the ""solution"" field.

Additional constraint:
- Avoid reusing the following words/numbers: straight, width, 15x, graph, profit, with, particle, respect, represents, where, shifted, 20, modeled, rectangular, multiplied, derivative, line, satisfies, 2.25, 4.5, sin, find, defined, height, right, has, 1, can, 0.4, for, that, rewritten, 9, along, length, what, unit, 4, function, 5, value, 3, expression, prism, inverse, moves, 6, equation, approximately, constant, 8, and, horizontally, 2, 0, company.
- Do NOT print this list in the output."
mathematics,llama,struktur1,10,9135,"A company orders a batch of 250 boxes at a cost of 5.50 each. If they sell each box for 7.80, what is the profit per box?",0.3,1.15,2.3,3.1,A,"The total cost of the boxes is 250 x 5.50 = 1375. The revenue from selling the boxes is 250 x 7.80 = 1950. The profit is the difference between the revenue and the cost, which is 1950 - 1375 = 575. Since there are 250 boxes, the profit per box is 575 / 250 = 2.30.","The question asks for the profit per box. This can be calculated directly from the per-box figures provided.
Selling price per box: 7.80
Cost per box: 5.50
Profit per box = Selling price per box - Cost per box
Profit per box = 7.80 - 5.50 = 2.30.
The total number of boxes (250) is extraneous information.",gemini:gemini-2.5-pro,14104,4.5,5,Correct,4,"Clarity: The question is clearly worded, but the inclusion of an unnecessary piece of information (the total number of boxes) could slightly confuse some test-takers, though it is a valid problem-solving challenge.
Context Accuracy: The context of buying and selling goods is realistic, and the prices are plausible for a small business transaction.
Quality of Working: The generator's method is valid and arrives at the correct answer, but it is unnecessarily long. It calculates total profit and then divides, when a simple subtraction of the per-unit costs would have been more direct.
Final Answer Accuracy: The generator's final answer of 2.30 is correct. The provided key 'A' is incorrect; the correct option is C (2.30).","SYSTEM: You are a Grade 12 Mathematics teacher.
Write EXACTLY 1 high-quality multiple-choice question (MCQ) and INCLUDE a brief solution (3–6 lines, plain text).
SP (Standard Prompting):
• Write 1 medium-difficulty computational MCQ from ONE of: algebra (functions/inverse/systems), trigonometry (identities/evaluation), basic calculus (limits/derivatives/simple integrals), or short statistics.
• Use realistic numbers; round to 2 decimals when needed; avoid formal proofs.
• Distractors must reflect typical mistakes (sign errors, wrong identities, derivative/limit rules, rounding).

STRICT OUTPUT CONTRACT (SINGLE ITEM):
- Return ONLY a JSON array containing EXACTLY 1 object.
- Format:
  [{""question"": ""..."", ""options"": [""..."",""..."",""..."",""...""], ""answer"": ""A"", ""solution"": ""...""}]
- Fields:
  * ""question"": one string.
  * ""options"": array of 4 answer-choice strings.
  * ""answer"": one of ""A"",""B"",""C"",""D"" (just the letter).
  * ""solution"": short plain-text explanation (a few lines is fine).
- No extra text before or after the JSON.
- Do NOT use markdown, code fences, or LaTeX ($ or backslashes).
USER: Topic: Mathematics. Create 1 MCQ following the instructions and return a single-item JSON with the ""solution"" field.

Additional constraint:
- Avoid reusing the following words/numbers: straight, width, 15x, graph, profit, with, particle, respect, 60, represents, where, from, shifted, 20, modeled, rectangular, multiplied, car, derivative, average, line, satisfies, 2.25, 4.5, city, sin, find, defined, speed, height, right, has, 1, can, return, 0.4, for, that, rewritten, 9, along, length, what, 80, unit, 4, function, 5, value, 3, expression, prism, inverse, moves, 6, travels, equation, approximately, constant, 8, and, horizontally, 2, 0, company.
- Do NOT print this list in the output."
